id,song_name,popularity,song_duration_ms,explicit,id_artists,release_date,song_danceability,song_energy,song_key,song_loudness,song_mode,song_speechiness,song_acousticness,song_instrumentalness,song_liveness,song_valence,song_tempo,song_time_signature,artistes_followers,artistes_genres,artiste_name,artiste_popularity,genre_name,genre_mode,genre_acousticness,genre_danceability,genre_duration_ms,genre_energy,genre_instrumentalness,genre_liveness,genre_loudness,genre_speechiness,genre_tempo,genre_valence,genre_popularity,genre_key
0dkvbYmXYEPK7gGMdytmfI,sex money feelings die - slowed version,77,168811,1,['6oBm8HB0yfrIc9IHbxs6in'],2019-10-18,0.797,0.44,5,-6.587,0,0.0594,0.471,1.57e-06,0.0849,0.436,111.014,4,1484200.0,"['art pop', 'dance pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",Lykke Li,72,pop,1,0.276872832108396,0.628348760934272,216336.259141607,0.611041167095579,0.0252984321067217,0.175072549176497,-6.97741263882268,0.08578437253634,119.649666093626,0.479474178078711,60.7459086908537,1
5KqldkCunQ2rWxruMEtGh0,The Gambler,75,214880,0,['4tw2Lmn9tTPUv7Gy7mVPI4'],1978-11-20,0.671,0.501,4,-13.119,1,0.0594,0.342,0.0,0.194,0.86,87.04,4,1587332.0,"['adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock']",Kenny Rogers,72,country,1,0.31710680217709,0.589586373933353,213907.400941473,0.58915757133936,0.0163257677393769,0.173445499131006,-8.58556438626931,0.0455899776466131,122.454664659581,0.570795039232525,44.3172454242319,7
62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline,79,203573,0,['7mEIug7XUlQHikrFxjTWes'],1969-06-06,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,4,1488711.0,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",Neil Diamond,72,folk,1,0.525421023906251,0.534318402656201,230880.707128747,0.420036457889649,0.0406232420114354,0.180019725729518,-12.2603216346932,0.0510877019722205,118.699793303797,0.518189547220259,36.5499005994981,9
62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline,79,203573,0,['7mEIug7XUlQHikrFxjTWes'],1969-06-06,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,4,1488711.0,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",Neil Diamond,72,singer-songwriter,1,0.496641225694914,0.536281052669638,241884.064623807,0.428716907238119,0.0451695869288346,0.185710077524002,-11.8263501067461,0.0552494672791312,116.406176771958,0.481871477496876,39.26181544738,9
7wCmS9TTVUcIhRalDYFgPy,Where Is My Mind? - Remastered,78,234973,0,['6zvul52xwTWzilBZl6BUbT'],1988-03-21,0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,4,1851831.0,"['alternative rock', 'art rock', 'boston rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']",Pixies,72,rock,1,0.163362437828929,0.500635938784411,247358.180277129,0.704803912546273,0.0899178194531325,0.21210520879022,-8.17753890899272,0.0658486696360127,124.566438433677,0.51630734641699,44.6194265288884,9
1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,84,227186,0,['7Lk9V7E1u5gqSHmtcKlOqH'],2020-11-06,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,4,210043.0,"['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop']",Sara Kays,72,pop,1,0.276872832108396,0.628348760934272,216336.259141607,0.611041167095579,0.0252984321067217,0.175072549176497,-6.97741263882268,0.08578437253634,119.649666093626,0.479474178078711,60.7459086908537,1
1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,81,173027,0,['0uq5PttqEjj3IH1bzwcrXF'],1996-01-01,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,4,2212681.0,"['dance pop', 'europop', 'girl group', 'pop', 'pop rock']",Spice Girls,72,europop,1,0.150140775212025,0.662348923720141,241761.12082369,0.761082483118937,0.0675298758048555,0.196386155747161,-7.68362193938432,0.0543307269495681,123.102360634877,0.65153784310102,52.1908977090887,7
1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,81,173027,0,['0uq5PttqEjj3IH1bzwcrXF'],1996-01-01,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,4,2212681.0,"['dance pop', 'europop', 'girl group', 'pop', 'pop rock']",Spice Girls,72,pop,1,0.276872832108396,0.628348760934272,216336.259141607,0.611041167095579,0.0252984321067217,0.175072549176497,-6.97741263882268,0.08578437253634,119.649666093626,0.479474178078711,60.7459086908537,1
4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin' - Single Version,79,162373,0,['1bs7HoMkSyQwcobCpE9KpN'],1966-03,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,4,1091907.0,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",The Mamas & The Papas,70,folk,1,0.525421023906251,0.534318402656201,230880.707128747,0.420036457889649,0.0406232420114354,0.180019725729518,-12.2603216346932,0.0510877019722205,118.699793303797,0.518189547220259,36.5499005994981,9
4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin' - Single Version,79,162373,0,['1bs7HoMkSyQwcobCpE9KpN'],1966-03,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,4,1091907.0,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",The Mamas & The Papas,70,rock,1,0.163362437828929,0.500635938784411,247358.180277129,0.704803912546273,0.0899178194531325,0.21210520879022,-8.17753890899272,0.0658486696360127,124.566438433677,0.51630734641699,44.6194265288884,9
5WwqdeavrQrbeAMDxGawse,Can't Fight This Feeling,75,294773,0,['55vs7NT1KxcFjbMC4y202E'],1984-11-05,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,4,1529862.0,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",REO Speedwagon,69,rock,1,0.163362437828929,0.500635938784411,247358.180277129,0.704803912546273,0.0899178194531325,0.21210520879022,-8.17753890899272,0.0658486696360127,124.566438433677,0.51630734641699,44.6194265288884,9
17bGtGqqaXOgVnhnfx5NlE,Looking for Me,77,211452,0,"['4CA8PTrbq1l5IgyvBA2JSV', '5fMUXHkw8R8eOP2RNVYEZX', '0Fb9qTWnjsB90xH3zWr4oa']",2020-06-24,0.641,0.529,6,-11.536,1,0.0288,0.00441,0.000862,0.0809,0.449,121.027,4,31264.0,"['deep groove house', 'house', 'pop dance', 'uk dance', 'uk house']",Paul Woolford,68,house,1,0.0964555793195327,0.678788501237524,255684.548094273,0.746817075668035,0.190348310728644,0.196682140660033,-6.39820663027591,0.0745507612207854,123.240104552118,0.480166669862697,50.4776789466711,11
013AWvizllIUEC2FOBzOnh,Truly Madly Deeply,75,277267,0,['3NRFinRTEqUCfaTTZmk8ek'],1997-03-04,0.555,0.698,0,-8.874,1,0.0287,0.403,0.0,0.0851,0.816,168.12,4,837376.0,"['australian pop', 'boy band', 'dance pop', 'europop', 'pop rock']",Savage Garden,68,europop,1,0.150140775212025,0.662348923720141,241761.12082369,0.761082483118937,0.0675298758048555,0.196386155747161,-7.68362193938432,0.0543307269495681,123.102360634877,0.65153784310102,52.1908977090887,7
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,86,161124,0,['7Ln80lUS6He07XvHI8qqHH'],2013-09-09,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4,11481777.0,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Arctic Monkeys,87,rock,1,0.163362437828929,0.500635938784411,247358.180277129,0.704803912546273,0.0899178194531325,0.21210520879022,-8.17753890899272,0.0658486696360127,124.566438433677,0.51630734641699,44.6194265288884,9
